AAABAABAACAA,AAABAABAACAAA,S.E.E.ES..
AAAACAAAABBAAAC,AAAACAAAABBAAACB,SES..E....
AAABBABABBBCCB,AAABBABABBBCCBA,..E..E..SE
AAABBABABCABCBB,AAABBABABCABCBBC,..EE...ES.
AAABBBBAABBBAA,AAABBBBAABBBAAB,.SS.S.....
AAABBCABAABCAAA,AAABBCABAABCAAAA,....E.....
AAABAACBAAAAAAB,AAABAACBAAAAAABA,EE...E.ESS
AAABAABABACAAA,AAABAABABACAAAB,......E...
AAAABAAAAAAAAA,AAAABAAAAAAAAAB,S.EE..SESE
AAABBABABBBAAAA,AAABBABABBBAAAAA,..E..S...S
AAABAACAABBBBB,AAABAACAABBBBBA,..E...E.S.
AAABAABAACABAB,AAABAABAACABABC,S.........
AAAABAABCBACCCA,AAAABAABCBACCCAB,.S.....E..
AAABAAAAAAAAA,AAABAAAAAAAAAA,...EE..E..
AAABAABBBCA,AAABAABBBCAA,..........
AAAACAAABCABABB,AAAACAAABCABABBB,...E..E.ES
AAABBBACBABB,AAABBBACBABBA,E.E..E.S..
AAABAACBAACAA,AAABAACBAACAAA,..ES....E.
AAAACAAABCACAAB,AAAACAAABCACAABA,...S......
AAABBBCBABAACAC,AAABBBCBABAACACB,EE...E...S
AAAAAAAACAAACBB,AAAAAAAACAAACBBC,ES.....E..
AAAABAABBBACAAB,AAAABAABBBACAABA,..SEEEE...
AAABBBACBBCBACC,AAABBBACBBCBACCC,.SE.EE..E.
AAABAACBABABABA,AAABAACBABABABAB,.S.S....S.
AAABAACBBAAAAAB,AAABAACBBAAAAABA,.S...E.E..
AAABBBBABABBAAA,AAABBBBABABBAAAA,....E..E..
AAABBCAAABABAA,AAABBCAAABABAAB,EE...E....
AAABAABBBAACBAB,AAABAABBBAACBABA,...ESE.E..
AAAACAAACAABAAA,AAAACAAACAABAAAB,.E....E...
AAABBBAAACAAAA,AAABBBAAACAAAAB,..S......S
AAABBBABAABCAA,AAABBBABAABCAAA,.S..EE....
AAAACAABAAACCBB,AAAACAABAAACCBBB,.E.....S..
AAABBBBABABBBAA,AAABBBBABABBBAAB,..E.EES...
AAABAABABACABCB,AAABAABABACABCBC,.......EE.
AAABBAAABAAAABA,AAABBAAABAAAABAA,E..EEES..E
AAABBCABCABBBCC,AAABBCABCABBBCCB,E....E....
AAABAABBBABCAAA,AAABAABBBABCAAAA,....EEE..S
AAABBBCABBAACBB,AAABBBCABBAACBBB,.....ES...
AAABAABABAAACBB,AAABAABABAAACBBA,........E.
AAABBBBACBAAAAA,AAABBBBACBAAAAAA,..E..E.E..
AAABBBABAABBABC,AAABBBABAABBABCA,S....E....
AAABBBACBCBBBBA,AAABBBACBCBBBBAC,....ES.EEE
AAAABAABCAAAC,AAAABAABCAAACA,...S....S.
AAAACAAABAAABBC,AAAACAAABAAABBCA,SS...E...S
AAABBBACBBAACA,AAABBBACBBAACAA,E...S...E.
AAABAACBABCAA,AAABAACBABCAAB,.E...SS...
AAABBBACBCBCBA,AAABBBACBCBCBAA,E.EE....E.
AAABBBACBABBBC,AAABBBACBABBBCA,EE..SE....
AAABAAAAAAAABC,AAABAAAAAAAABCB,ES...S.E..
AAABBABAABAACBA,AAABBABAABAACBAC,E..E.....E
AAAAAAAAAAAAABB,AAAAAAAAAAAAABBA,..E.S.E...
AAABBBBACBAAAB,AAABBBBACBAAABA,.S....E...
AAABBBBACAAAB,AAABBBBACAAABB,SS.ES....E
AAABAABBBABABC,AAABAABBBABABCA,..........
AAABBBBACBBAA,AAABBBBACBBAAA,.SESE..E..
AAABBBCBABAAABB,AAABBBCBABAAABBB,..........
AAABBBAAABAA,AAABBBAAABAAB,.S.S..S.SE
AAABBBBAAAC,AAABBBBAAACA,S...E.....
AAABAACBAABACBA,AAABAACBAABACBAA,..........
AAABBBCAAABAAAB,AAABBBCAAABAAABB,EE......SS
AAABBBAAAAABAAB,AAABBBAAAAABAABA,E.E.S.E.ES
AAABAABABAACBAB,AAABAABABAACBABA,...E.S....
AAAABAAABAAA,AAAABAAABAAAB,E...EE.E.E
AAABBCAAABBAAAB,AAABBCAAABBAAABB,E...ESE...
AAAAAABAABCBAB,AAAAAABAABCBABA,E......E.S
AAABBBACAB,AAABBBACABB,.......S..
AAABBBACBB,AAABBBACBBA,...EE.S..E
AAABBAAABACAAA,AAABBAAABACAAAB,E..ES...E.
AAAACAAABCAAABC,AAAACAAABCAAABCB,...E.S.E.S
AAAACAABACBAAB,AAAACAABACBAABB,..S.E....S
AAABAABBBABABAB,AAABAABBBABABABA,EE.E.S..E.
AAABBBACBACBC,AAABBBACBACBCB,SS........
AAABBBCABBAAABA,AAABBBCABBAAABAA,.E.E.ESSE.
AAAACAAAAAAAA,AAAACAAAAAAAAA,S...EEE...
AAAAAAAAABACAAB,AAAAAAAAABACAABC,....S.....
AAAACAAABBBB,AAAACAAABBBBB,...E...E.E
AAABBBACBACBBAA,AAABBBACBACBBAAB,....E.....
AAAABAABBAAAB,AAAABAABBAAABA,.S.SE.EE..
AAAACAAACABABAB,AAAACAAACABABABA,....E....E
AAABBBCABCACAAC,AAABBBCABCACAACB,..SS..ESS.
AAABBBBBAAAAA,AAABBBBBAAAAAA,..S.SEEEEE
AAABBABABCAC,AAABBABABCACA,E.........
AAABAAAAABAAB,AAABAAAAABAABB,......E.S.
AAABBCAAABBAAA,AAABBCAAABBAAAB,.S..SE....
AAABBBBACAAAAAC,AAABBBBACAAAAACA,S..E...EE.
AAABAACBAACBBB,AAABAACBAACBBBA,ES..E.S.S.
AAAACAAABABCAA,AAAACAAABABCAAA,....ESEES.
AAABAAAAABAACAA,AAABAAAAABAACAAA,.S.E......
AAAABAABCBBBCBA,AAAABAABCBBBCBAC,..E.ES.E..
AAABBCAAAAAAAAA,AAABBCAAAAAAAAAA,..S....ES.
AAAABAABCBABBAB,AAAABAABCBABBABA,.E........
AAABAACBBABBA,AAABAACBBABBAA,.........S
AAABAACA,AAABAACAB,S.SE.SE.E.
AAABBCABAAAAAA,AAABBCABAAAAAAB,ESS.S....E
AAABAABAAABBAAB,AAABAABAAABBAABC,E.E..E....
AAABBBBABACAABA,AAABBBBABACAABAA,EES.ESES.E
AAABAACBAACB,AAABAACBAACBB,..E......S
AAAABAABBBACBC,AAAABAABBBACBCA,..........
AAABBAAABAABABA,AAABBAAABAABABAC,...E......
AAABBBACAAAAACA,AAABBBACAAAAACAA,E.E..ESE..
AAABBBBAAAA,AAABBBBAAAAB,S.SS....E.
AAAACABAAABAAC,AAAACABAAABAACC,.....E....
AAABBBBACBBACAA,AAABBBBACBBACAAB,...E..E..S
AAABBCABBACBABB,AAABBCABBACBABBB,E....E....
AAABBAAABBBAAA,AAABBAAABBBAAAA,.E...E...E
AAAACAAAACABCA,AAAACAAAACABCAC,.....SE..S
AAAAAAAACAAABAA,AAAAAAAACAAABAAA,..E...S.ES
AAABBBACBCBBCA,AAABBBACBCBBCAA,.ESE......
AAAACAAABBBBCB,AAAACAAABBBBCBB,..EE....E.
AAABBABAABABAB,AAABBABAABABABA,EE......EE
AAAACAAAACBABA,AAAACAAAACBABAC,S.S.S.E.S.
AAABBBBAAABACCB,AAABBBBAAABACCBB,.EEESS..S.
AAABBBABAABCCC,AAABBBABAABCCCB,.S..S.ESS.
AAAACAACBACB,AAAACAACBACBB,.E....S..E
AAABBCABAABABBA,AAABBCABAABABBAA,E.E.E.....
AAAACAAABAAABA,AAAACAAABAAABAA,.E...S..E.
AAAABAABCABBBB,AAAABAABCABBBBC,..E.......
AAAACAAACBA,AAAACAAACBAA,..S...EEE.
AAABBBCAAAAACAC,AAABBBCAAAAACACA,...S...E.E
AAAACAAABBAABAA,AAAACAAABBAABAAB,..S...S.E.
AAABBCABAABB,AAABBCABAABBA,E.S.S.S.E.
AAABAACAAB,AAABAACAABB,EEE.SE..ES
AAAAAAAAAAB,AAAAAAAAAABB,...E.EEE..
AAABBCABAAABABB,AAABBCABAAABABBB,...EE.E...
AAAABAABAAAABA,AAAABAABAAAABAA,S....E.E..
AAAAAABACAAABCB,AAAAAABACAAABCBA,......S...
AAABBCAAAABAAC,AAABBCAAAABAACA,..EE.ESS..
AAAAAAAABBC,AAAAAAAABBCA,....S.ES..
AAABAACAABABBB,AAABAACAABABBBA,..E.E...S.
AAABBABABCACAAB,AAABBABABCACAABA,S.......E.
AAABAAAAAAACA,AAABAAAAAAACAC,.EEE.E.SE.
AAABBBAAACAABAB,AAABBBAAACAABABC,...E..E...
AAAAAAAAACCCCAA,AAAAAAAAACCCCAAB,.E..E.E...
AAABBBACBABBBB,AAABBBACBABBBBC,.SSE......
AAABBBACCAABBAA,AAABBBACCAABBAAB,ES...EEE..
AAAAAAAAACBCCAB,AAAAAAAAACBCCABA,.....ES.EE
AAABBAAABCAAAAA,AAABBAAABCAAAAAC,E...EE.S..
AAAACAAABCABAB,AAAACAAABCABABB,.S.E.....E
AAAACAAABCAB,AAAACAAABCABA,..SEE.....
AAABAAAAACAAAB,AAABAAAAACAAABA,.E.....S.E
AAABBBAAABABAAA,AAABBBAAABABAAAA,.E.S....EE
AAABAABAAABAAB,AAABAABAAABAABA,E....S.EE.
AAABBBAAABACBAA,AAABBBAAABACBAAB,..ESS.S...
AAAAAAAAACAAAB,AAAAAAAAACAAABB,E.EE..E...
AAABBBACCABACBB,AAABBBACCABACBBB,.S...E....
AAAACAAABBBAB,AAAACAAABBBABB,.ES......S
AAABBBCBABAACCC,AAABBBCBABAACCCC,S.......SS
AAAACAAABAABACA,AAAACAAABAABACAA,........E.
AAABAABBBA,AAABAABBBAA,S..SE...S.
AAABBCAAAAAAAA,AAABBCAAAAAAAAA,..S.E..E..
AAAABAABCBACCCB,AAAABAABCBACCCBB,.....E...E
AAABBABABBCAACA,AAABBABABBCAACAC,..EES.EE..
AAABBBACBCCBAAA,AAABBBACBCCBAAAB,.S..S.E.ES
AAAACAAACBBAAC,AAAACAAACBBAACA,SE..E..EES
AAAABAABBBACC,AAAABAABBBACCA,EEE.SS.E..
AAABBABABCAAAAB,AAABBABABCAAAABC,.S.S....E.
AAABAABABACAAB,AAABAABABACAABA,EE...E....
AAAACAAAAACAAB,AAAACAAAAACAABA,.E.E.E....
AAAACABAAAB,AAAACABAAABB,...EEESE..
AAABBBCABBAAC,AAABBBCABBAACA,..E..S....
AAABBBBBAA,AAABBBBBAAB,....E.S...
AAABBCAAAAAABAA,AAABBCAAAAAABAAA,EE..SE.SS.
AAAACAACBACBA,AAAACAACBACBAB,.EEES.SE..
AAAACAAABABCCCA,AAAACAAABABCCCAA,.S..E....E
AAABBBAAABABCBC,AAABBBAAABABCBCA,...SES....
AAAABAABCBAA,AAAABAABCBAAA,EEE.......
AAAAAAAABBCCAAA,AAAAAAAABBCCAAAA,.SEE.E..SE
AAAACAACAAAB,AAAACAACAAABB,....E.E.E.
AAAABAABCBACBB,AAAABAABCBACBBC,E.....E...
AAABBBACBBA,AAABBBACBBAA,.....EEE.E
AAAACAAACBBAAA,AAAACAAACBBAAAA,...E......
AAABBCBABAABA,AAABBCBABAABAA,.E.......E
AAAAAAAAABBBABA,AAAAAAAAABBBABAB,SE.S.E..S.
AAAABAABCABCBAA,AAAABAABCABCBAAA,..SEE...EE
AAAAAABAABCBBB,AAAAAABAABCBBBA,..EEE.....
AAABBBACBCCACBA,AAABBBACBCCACBAA,....S..SE.
AAABBAAAAACBAAB,AAABBAAAAACBAABB,E.SE..E...
AAABAABABABABCA,AAABAABABABABCAA,....ES...E
AAABAABAAABCBCA,AAABAABAAABCBCAA,SE........
AAABBAAABACCAAA,AAABBAAABACCAAAA,...S....E.
AAABAABBBABABC,AAABAABBBABABCC,S...E.E...
AAAACAABAABB,AAAACAABAABBA,.........S
AAABAABAABBABA,AAABAABAABBABAC,...E.....E
AAABBAAABACABA,AAABBAAABACABAC,.S........
AAABBBCABBAAB,AAABBBCABBAABB,.E.EE.S.EE
AAAAAAAABBCCAAB,AAAAAAAABBCCAABA,EE.....S.E
AAABAACAABBCBA,AAABAACAABBCBAA,EEE....E..
AAABAACABABAACA,AAABAACABABAACAB,..E.ESE..S
AAAACAAABCACCAC,AAAACAAABCACCACC,.E..E..S.E
AAABBCAAABCAAAB,AAABBCAAABCAAABA,EE.S...E..
AAABBBBAABAAA,AAABBBBAABAAAC,......S...
AAABAABAAABAABA,AAABAABAAABAABAB,S.SSE.SSEE
AAABAACABABABA,AAABAACABABABAB,.SS.......
AAABAABBBAABBA,AAABAABBBAABBAA,E.EESE....
AAABBBCABAABCBB,AAABBBCABAABCBBC,S.S..E....
AAAAAAAABBCAAC,AAAAAAAABBCAACA,..S.....E.
AAABBAAABBB,AAABBAAABBBA,EE.E.E....
AAAAAAAAACCACBA,AAAAAAAAACCACBAA,.SE.S.E..E
AAABBBABABBBA,AAABBBABABBBAA,..........
AAABBABABCBBA,AAABBABABCBBAC,E...S..ES.
AAAABAABBBACCA,AAAABAABBBACCAB,........SE
AAABBCAAABABA,AAABBCAAABABAA,.E.....EE.
AAABBBBAAACBAA,AAABBBBAAACBAAA,S...SE....
AAABAABAAABB,AAABAABAAABBB,..S......E
AAAAAAAAACBCBB,AAAAAAAAACBCBBB,S.E..E.ES.
AAABAABAAAAAACA,AAABAABAAAAAACAA,.EESSS....
AAAACAAAAACABAB,AAAACAAAAACABABA,S..E.EEE..
AAABAABBBABAAAA,AAABAABBBABAAAAC,..E.EE....
AAAABAABCBBAABC,AAAABAABCBBAABCA,.EE.S..EE.
AAAAAABAABCC,AAAAAABAABCCA,...EEE....
AAABBBBAAAABBAA,AAABBBBAAAABBAAB,E.....S...
AAABBBABAABBAA,AAABBBABAABBAAB,.S...S..E.
AAABBBAAAAABBAB,AAABBBAAAAABBABB,.ESE.S....
AAAAAAAAACCB,AAAAAAAAACCBB,....E.E.S.
AAABAACBABBABA,AAABAACBABBABAA,......EE..
AAABAABBBBBABCB,AAABAABBBBBABCBA,SE.ES.E...
AAABBBBAAAACACB,AAABBBBAAAACACBC,.........S
AAAAAAAABBCCAB,AAAAAAAABBCCABA,.....E.S.S
AAABBBACBCABAAA,AAABBBACBCABAAAC,.E....SE..
AAABAACBABABBBB,AAABAACBABABBBBA,..E.E..E..
AAABAACABAAACAC,AAABAACABAAACACB,.EE..E.E.S
AAAACAABACABCC,AAAACAABACABCCB,.S..E...S.
AAABBBABAABCC,AAABBBABAABCCA,.SE.SE.E..
AAABBCAAAAB,AAABBCAAAABB,E.........
AAABBBCBABABAA,AAABBBCBABABAAA,.EE.EE....
AAAAAAAABCAACB,AAAAAAAABCAACBC,S..S....E.
AAAAAAAABAABABB,AAAAAAAABAABABBA,...EEEEEE.
AAAACAACBAC,AAAACAACBACA,..SE.....E
AAABBABABCBAAAB,AAABBABABCBAAABB,E...E.S.E.
AAABBBABAAACA,AAABBBABAAACAB,EE.SS.EEEE
AAABBCABCAAABBA,AAABBCABCAAABBAA,..SE......
AAABBBACAABAAB,AAABBBACAABAABB,..S..E...E
AAABAACBABCABA,AAABAACBABCABAB,S..S.E...S
AAAABAABAABAABB,AAAABAABAABAABBA,...SE..EEE
AAABBBACABCAB,AAABBBACABCABC,.ES....EE.
AAABBBCABBBCABA,AAABBBCABBBCABAC,...EE....E
AAAACAAACABCBCA,AAAACAAACABCBCAB,.SE...E.S.
AAAACAAACBBBACB,AAAACAAACBBBACBA,E.E..S....
AAABAACABABAAA,AAABAACABABAAAB,SE....E.E.
AAAABAABAABAAA,AAAABAABAABAAAA,....S.E...
AAAABAABBACABCB,AAAABAABBACABCBA,E...E..EE.
AAAACAAAACCBBA,AAAACAAAACCBBAA,E..EE...EE
AAABBBAAABBCCC,AAABBBAAABBCCCB,.E.....EE.
AAAACAAABABCBBB,AAAACAAABABCBBBA,E..S.....E
AAAABAABCBCCAAA,AAAABAABCBCCAAAB,E...S.SE..
AAABBBABABBAABB,AAABBBABABBAABBC,.S.....S..
AAABBBCABCAAA,AAABBBCABCAAAA,.......S.E
AAAACAACBBBB,AAAACAACBBBBC,ES.E.E...E
AAAACAAAACBABCA,AAAACAAAACBABCAC,......E.S.
AAABAABBBAACCA,AAABAABBBAACCAB,.E.EE....E
AAABBBCABBBAAAB,AAABBBCABBBAAABA,..E.E.E..E
AAAACAABABABAC,AAAACAABABABACC,.E....E...
AAAACAABACAAAB,AAAACAABACAAABB,E....S....
AAAACAAACBBBABA,AAAACAAACBBBABAC,.SSE...S..
AAAAAAAAABACCC,AAAAAAAAABACCCB,SE..S.....
AAAABAABAAABACB,AAAABAABAAABACBC,.....E...S
AAABAACBBAAABC,AAABAACBBAAABCC,EEEE......
AAABBBBAAABBAAA,AAABBBBAAABBAAAC,....SS..E.
AAAAAAAACAAABBC,AAAAAAAACAAABBCA,..E...ES..
AAABAABBBBBABBA,AAABAABBBBBABBAC,...E....S.
AAABBBBAC,AAABBBBACA,..E..E..ES
AAABAABAABAAAB,AAABAABAABAAABA,E.....EE.E
AAABBBACCABBABB,AAABBBACCABBABBA,.E....S.S.
AAABBABABAAABC,AAABBABABAAABCB,.E.E....E.
AAAABAABBAC,AAAABAABBACA,........E.
AAABAAAAABAA,AAABAAAAABAAB,.EES....EE
AAAAAAAAACCB,AAAAAAAAACCBA,..ES.EEE.S
AAABAABBBAAC,AAABAABBBAACC,.E...E....
AAABBBBBAAAAAC,AAABBBBBAAAAACA,E.E..EESEE
AAABBBACBCBBAA,AAABBBACBCBBAAA,S.........
AAABBCABAAACAB,AAABBCABAAACABC,...SE....E
AAAACABAAAAAB,AAAACABAAAAABC,S.E.E.E.E.
AAAACAABAAACBAB,AAAACAABAAACBABC,..........
AAABBCABAABAAB,AAABBCABAABAABC,.......E..
AAABAA,AAABAAB,EE.E..E.E.
AAAACAAABCAABAA,AAAACAAABCAABAAA,S.....SE..
AAABAABABACAABC,AAABAABABACAABCC,.....E..EE
AAABBBCBABACAAA,AAABBBCBABACAAAA,..E.....E.
AAABAABBBAABC,AAABAABBBAABCB,..S...E.E.
AAABAACAAAACAA,AAABAACAAAACAAA,.E.E....SE
AAABBCABCABBACB,AAABBCABCABBACBA,.S.E......
AAABAACAAAACAA,AAABAACAAAACAAB,...E.S..E.
AAABBBABAAABABA,AAABBBABAAABABAA,EEE..E.E..
AAABBBAAABCAB,AAABBBAAABCABB,......E...
AAABBCBAAAAAAC,AAABBCBAAAAAACC,...S......
AAABBBABAABCAAA,AAABBBABAABCAAAA,EE...SES..
AAABBCABAAABACC,AAABBCABAAABACCA,.ES....E.E
AAABBBBABACAAAB,AAABBBBABACAAABA,..........
AAAACAABAAAABBA,AAAACAABAAAABBAB,....E.ES..
AAABAABABABA,AAABAABABABAA,....E.....
AAAAAAAABAAABAB,AAAAAAAABAAABABC,..SE...EE.
AAABAACBBABB,AAABAACBBABBA,S.E...E...
AAABBCABCBBAAB,AAABBCABCBBAABB,.EE.SS.S..
AAABBBABABAABAA,AAABBBABABAABAAA,..E......E
AAABBBBABABAAB,AAABBBBABABAABB,.E...S.EE.
AAAABAABAABAAAB,AAAABAABAABAAABA,...S.E....
AAABBCABBAA,AAABBCABBAAA,..E...E.S.
AAABBCBABAAABB,AAABBCBABAAABBC,EE.....E.S
AAABBBCABCA,AAABBBCABCAA,S.EE.SEE.E
AAAACAACBABCAAC,AAAACAACBABCAACA,....S..EE.
AAABBAAABACAB,AAABBAAABACABB,E....E.SS.
AAABBCABCAAABCA,AAABBCABCAAABCAA,E.......E.
AAAAAAAAACBCBA,AAAAAAAAACBCBAA,E...EE....
AAAAAAAAABBAAAA,AAAAAAAAABBAAAAB,...E....S.
AAABBCBAAAAAAA,AAABBCBAAAAAAAA,E...S...SS
AAABAAAAABAAC,AAABAAAAABAACB,...E..E...
AAABAABABAACA,AAABAABABAACAA,E..S......
AAAACAAAACCBA,AAAACAAAACCBAB,..EE...E.E
AAAAAAAAACBCCC,AAAAAAAAACBCCCB,...SE.S.E.
AAAABAABBACB,AAAABAABBACBA,.....SSE.S
AAABBBAAABBAABA,AAABBBAAABBAABAB,E.....E...
AAABBABAABAB,AAABBABAABABA,ES...EEE..
AAABBBACBCBCBAB,AAABBBACBCBCBABB,.........E
AAABAACAB,AAABAACABA,E.EESE...S
AAABBB,AAABBBA,..SES.S.E.
AAAACAABABABAC,AAAACAABABABACA,.......S..
AAAACAACBBBAACA,AAAACAACBBBAACAB,E.....EE.E
AAABBAAABACBBAB,AAABBAAABACBBABB,.S....EE..
AAABAABAABBA,AAABAABAABBAB,..E.E.SE..
AAABBCAAAAAABA,AAABBCAAAAAABAA,E..EE..SS.
AAABBBAAABACBBA,AAABBBAAABACBBAB,E..E..ES.E
AAAABAABCBACCC,AAAABAABCBACCCA,......E..E
AAABBBACBCBCAAA,AAABBBACBCBCAAAB,SEES..E...
AAABAABBBAAABBA,AAABAABBBAAABBAA,..SE...E..
AAABAABAABCAABB,AAABAABAABCAABBB,....E.E...
AAAAAABAABCAA,AAAAAABAABCAAB,...E.SESE.
AAABAABAAAAA,AAABAABAAAAAA,.ES..E.E..
AAABBBCBAACBAC,AAABBBCBAACBACB,.E.S.....E
AAABBBCBABAACAB,AAABBBCBABAACABB,.S..E....E
AAABAACABAABBB,AAABAACABAABBBA,..E.EES.E.
AAAACAAC,AAAACAACB,E...S.....
AAAACAACBAC,AAAACAACBACC,...S.EEE..
AAAAAAAAAAABCB,AAAAAAAAAAABCBB,SS.......E
AAABBABABAACAA,AAABBABABAACAAB,.E.S..E.S.
AAAACAAABBABA,AAAACAAABBABAB,.E......EE
AAABBAAABCABA,AAABBAAABCABAA,SE....E...
AAAACAAABBACBAA,AAAACAAABBACBAAB,.S..SEE.E.
AAABBCABCB,AAABBCABCBA,......EEE.
AAABBBCAAAAAAAA,AAABBBCAAAAAAAAB,......S...
AAAACAAAACACBBA,AAAACAAAACACBBAC,....S.EE..
AAABAABBBAAACCA,AAABAABBBAAACCAA,SESES.S..E
AAABAABAACAAAA,AAABAABAACAAAAA,SE.....EES
AAAAAAAAABACB,AAAAAAAAABACBB,.S.S.E...S
AAABBBCAAAAAB,AAABBBCAAAAABC,S.EEE...S.
AAABBBAAABBBA,AAABBBAAABBBAC,..ES...ES.
AAABAACAABABAA,AAABAACAABABAAC,E......SS.
AAAACABAAABAA,AAAACABAAABAAA,.E.E.....E
AAABAACAABBACBB,AAABAACAABBACBBB,.E....E.EE
AAABBBAAAAABCC,AAABBBAAAAABCCB,.EEE.....E
AAABBAAABACA,AAABBAAABACAA,.....S..S.
AAAACAAAAABABB,AAAACAAAAABABBA,...EEES...
AAAACAAAACCAAAA,AAAACAAAACCAAAAB,....E...EE
AAAABAABBABAAA,AAAABAABBABAAAB,..E.E.....
AAABBBCBABAAAAA,AAABBBCBABAAAAAA,.S......EE
AAAABAABAACABCB,AAAABAABAACABCBA,.E.....E..
AAAAAABABAAAABC,AAAAAABABAAAABCA,..E.E...S.
AAAABAABAAABA,AAAABAABAAABAA,....EEE...
AAABBBCABAABBAB,AAABBBCABAABBABB,S........E
AAABBCAAABCAABA,AAABBCAAABCAABAA,..EEE.....
AAABBBACBACBBBA,AAABBBACBACBBBAB,.EE.E..E..
AAAACAABACBAAA,AAAACAABACBAAAC,..E...S...
AAABBBBAAAACAC,AAABBBBAAAACACB,..E.EE...E
AAABAABBBAA,AAABAABBBAAA,S....E..E.
AAABBBABABBACBB,AAABBBABABBACBBB,.E.S..SS.S
AAABAABABAAAAB,AAABAABABAAAABB,..E...S..S
AAAABAABCBBBCBB,AAAABAABCBBBCBBB,EE..S..E.S
AAAABAABAAAACBC,AAAABAABAAAACBCA,...E..E..E
AAABBBACABBAB,AAABBBACABBABA,SEE...E...
AAABBBBABABBBAB,AAABBBBABABBBABA,.....S.S..
AAABAABAAABAAAC,AAABAABAAABAAACA,.E.EES.SE.
AAABAABBBABBAB,AAABAABBBABBABA,...S.SE...
AAABAABAABCABA,AAABAABAABCABAA,.ESS..E...
AAABBBBAAABACA,AAABBBBAAABACAB,...S..S..E
AAABAACBAACAA,AAABAACBAACAAB,...E..E...
AAABAACAABBBBA,AAABAACAABBBBAB,...E..S.S.
AAAACAAAACC,AAAACAAAACCB,..E...S.E.
AAAAAAAAACAAACA,AAAAAAAAACAAACAA,EE..EE.E..
AAABBBCABAAAAAB,AAABBBCABAAAAABB,..E.E.S...
AAABAACAAAACA,AAABAACAAAACAC,...E.S....
AAABBBACBCCCABC,AAABBBACBCCCABCA,...E.EE.E.
AAABAAAAAAA,AAABAAAAAAAA,.........S
AAABAABAAABABA,AAABAABAAABABAB,..E..SSS.E
AAABBBABAABAAAB,AAABBBABAABAAABA,E.........
AAABAACAABABCA,AAABAACAABABCAB,.E....E.E.
AAABAABBBBBAABA,AAABAABBBBBAABAB,.....E.S..
AAABAABAACABABA,AAABAABAACABABAA,..E.E..E..
AAABAACBABBABAA,AAABAACBABBABAAB,S.E.S..E..
AAABBBACABAAAAA,AAABBBACABAAAAAC,..E.......
AAAABAABCABC,AAAABAABCABCB,...E....E.
AAAACABAAABAAAA,AAAACABAAABAAAAA,.E.E.....E
AAABBBBAAAACACB,AAABBBBAAAACACBB,...ES.E...
AAAABAABCCA,AAAABAABCCAA,E..SE...E.
AAABBBBABACAA,AAABBBBABACAAA,.....SS...
AAABAABAABBBAAA,AAABAABAABBBAAAA,ESE..EES.E
AAABBBACBABBBAB,AAABBBACBABBBABA,SE...ES.E.
AAABAABAAAAACAA,AAABAABAAAAACAAB,SS.S.E....
AAABAACBABABCAB,AAABAACBABABCABA,EE.EE.E..E
AAABBBAAAAABAB,AAABBBAAAAABABA,.....EE...
AAABBCAAAAAAA,AAABBCAAAAAAAB,E.S..E.E.E
AAABBCABCBA,AAABBCABCBAC,..E.....E.
AAAAAABAAAAAAA,AAAAAABAAAAAAAC,....E...S.
AAABAABBBAABA,AAABAABBBAABAA,........SE
AAAABAABCBBA,AAAABAABCBBAB,ES..ESE...
AAAABAABAAAABBB,AAAABAABAAAABBBA,.E......E.
AAAACAAAACABBAA,AAAACAAAACABBAAA,S.S.E.E...
AAABBBACCABABCA,AAABBBACCABABCAC,E.....E...
AAAABAABBABAAA,AAAABAABBABAAAC,.SE...E.ES
AAAAAABAABBAAA,AAAAAABAABBAAAA,E..E.S.E..
AAABBBABAABAAAA,AAABBBABAABAAAAA,..SS...S..
AAABBBACAACBAB,AAABBBACAACBABB,E.SEES....
AAABBBABAABCCCB,AAABBBABAABCCCBB,.SS.......
AAABBCABAAABAA,AAABBCABAAABAAA,S.E.......
AAABBBACCABABA,AAABBBACCABABAB,.E.E...E..
AAAAAAAAAAAAAB,AAAAAAAAAAAAABA,...E......
AAAABAABCBCAAAB,AAAABAABCBCAAABB,....S.SS.E
AAABAABBBABAAA,AAABAABBBABAAAC,EE.E..S...
AAAAAAAAACCCBA,AAAAAAAAACCCBAA,E..E.SE...
AAABBBCAAAAAABA,AAABBBCAAAAAABAB,......SEE.
AAABBAAAAABAB,AAABBAAAAABABC,..S..E.E..
AAABAACAABBAAB,AAABAACAABBAABA,..EE..E...
AAABAABABAA,AAABAABABAAB,E.SE......
AAABAACBAAAB,AAABAACBAAABA,E.........
AAABBBACAABAAA,AAABBBACAABAAAA,..S..S.ES.
AAABAABBBBBAABB,AAABAABBBBBAABBC,...S...S.E
AAABBABABBBBA,AAABBABABBBBAA,..E..SS..E
AAABBBCABAACAA,AAABBBCABAACAAB,E.E...E...
AAAABAABCBCCBAC,AAAABAABCBCCBACC,E..E.EE.SE
AAABBBCAAAAB,AAABBBCAAAABB,E..EEEE...
AAABBCAAAAAACAB,AAABBCAAAAAACABB,..E.S.E...
AAABAACBAAAABAB,AAABAACBAAAABABA,.E.S..E.ES
AAABBBABAA,AAABBBABAAB,...S..EE..
AAAACAACBBBBAAC,AAAACAACBBBBAACC,..EE....E.
AAAAAABABBA,AAAAAABABBAB,.E.EE...EE
